% # columns="iteration, evaluation, void, void, void, xmean", seed=342524, Fri Oct 13 12:19:27 2023, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 12 0 0 0 -0.11245516625688323 -0.10046391159825663 1.421739297246911 -1.804047045302789 -0.32922597744208637 0.7644196470852349 1.1433322874484375 0.5326487249685299 1.5541098918816192 0.2433644276938055 -1.0549090809135433 -0.7632078953300782 1.4741973367256298 0.11578522083846587 -1.5452222241973703
2 24 0 0 0 -0.019963477529494206 0.823366589530848 1.3245012419981343 -0.06190814415093726 0.048535292094769145 0.2977342684775947 -0.18631681893933383 0.9685551534606784 1.4183034046490135 -0.7346174239690371 0.33650303725113573 -0.08839293912442892 1.6026882104684337 0.8241472142376551 -2.193128468508416
3 36 0 0 0 1.1342885704833343 2.256623113240852 0.893676302876969 -0.1786532753926698 0.14783045198498415 -0.9005924396188207 0.14073796016044554 1.259786085237747 1.1439793623579382 -1.631506186554318 1.2780609198645354 0.287681546706914 -0.2898255368856357 0.22616287842207417 -1.0966777021231315
4 48 0 0 0 1.6763541804220061 2.7953698301077408 1.5606193751365118 -0.6568503249395481 0.019642004332372537 -1.342908487138649 -0.7503662541165259 2.5334678370935357 0.23881472082093813 -2.174177269728966 1.3508060028736342 -0.5409909355801434 0.38048981061166076 0.3966424038477612 -1.1177799688845287
5 60 0 0 0 1.7220757536530014 3.351915805312486 1.8835830705803978 -0.6692670206069365 -0.7757664389920828 -1.930556675956198 -2.096376295223601 2.8950841449761353 1.4130648847212899 -2.6977107858612617 2.5694649741632207 -0.2522819726565804 0.3031841859039867 -0.42706640704499516 -1.232368233805856
6 72 0 0 0 3.214366883411142 3.618625335782147 3.2542008466913552 -1.0487925000799805 0.4264834796352227 -1.192397165069557 -1.5118265125987675 3.2096750387129886 0.49516363210482117 -3.6215799721614053 3.509956478502351 0.7662968064673481 -0.39050376826379024 -0.3842567484022567 -1.0553389252477667
7 84 0 0 0 3.7088105653495624 3.251016449921571 2.831980937674595 -0.38704374777132977 0.6647727610408503 -0.38049791449498915 -1.0964042080818344 2.8765700864441843 0.3713073131655583 -4.469936063825369 3.058730623472779 0.9152503825499233 -0.8348367353570434 -2.2328153853054777 -0.8058168535081711
8 96 0 0 0 4.998223784009898 4.2102385112408465 2.0448259479427486 0.4152095016510646 0.6243730266280846 -0.22576283902581132 0.3747022928647641 2.9591593218512675 -2.238336213290185 -2.7507515466557937 2.0696479056926824 0.9925044868868612 -0.7860962611406517 -3.1515131406038623 0.646829334542425
9 108 0 0 0 5.2000835309125915 5.620455365741842 1.7045307296397725 1.011147680623124 0.5741232345858686 -0.1952522853072594 -0.24106492857714623 3.076009237392893 -2.7712629720704554 -3.967626970904618 2.419031484509626 0.9941581658933547 -1.4253461793937983 -3.1707642767285296 1.3535680027253947
10 120 0 0 0 4.840827415949652 5.811244359110659 0.83680267732611 1.6459257444253832 -0.43583662029607806 -0.28659779478929237 0.7758423136508477 3.528604860858791 -3.6324535363340757 -2.380569398382863 2.2316603806162107 0.6402364969119146 -1.1730026056320253 -3.2517113431583033 -0.06223089625435074
11 132 0 0 0 4.9021590884384985 5.191344462900804 -0.8917546704871467 3.4094989536298943 -0.4259142261075739 0.3013693539420822 1.0318613770693557 3.6521804839949503 -5.171329800561226 -1.3334681164410542 2.140503010511335 -0.14512994431323867 0.0025286309145919894 -3.5247858162272756 -0.034163927489825774
12 144 0 0 0 4.490371632489549 5.397788469748684 -2.3096123172602665 3.4462761015784777 -0.339590812140217 -0.3441791999371068 2.1257587577251167 2.8578566860133225 -4.987486771022538 -1.6924171762133695 1.7379697641138083 -1.099020077269401 0.5462725434940238 -1.739521710659516 0.7192162398284649
13 156 0 0 0 4.871050526104882 6.064017353343116 -0.45313370244949214 2.8154471011145117 -1.3973317275092696 0.3533007568498303 3.0796516880319107 2.39116090424571 -6.352135213547485 -0.9911628588827652 2.322555868514551 -1.4420310827072396 -0.023662180642334274 -2.4474320936498133 0.9587262693270229
14 168 0 0 0 5.746352194556956 7.586868572778345 0.10915349002541996 3.737217169303856 -1.3744690806527458 0.5525591818848101 2.079614825496488 3.739692878948621 -6.575300588840529 -1.3937836579332397 1.3474191301962797 -2.853313071229012 0.5751969644743722 -2.4705030593024144 0.7047211712829984
15 180 0 0 0 6.269093424034179 7.947269005986726 0.14411742921830423 2.703014875327204 -0.2275344240540762 0.3905839349002736 2.9463436183978096 3.2337335693669296 -7.425971927041072 -1.7847696226183265 2.274538693213288 -3.063040859751253 0.12116460812494667 -3.0215122448107343 0.7629999102219335
16 192 0 0 0 5.211166196171901 8.113931736027846 -0.004244057817903879 2.2907780090901553 -1.281939414578319 0.14805725697073158 3.290994359560454 3.009880117406245 -6.075108836356046 -0.1800368595107551 2.09202099711327 -3.184379616825346 1.018813863147071 -4.307970039592205 1.3587989968046008
17 204 0 0 0 5.589625690427945 8.176121690975563 0.15594960789029186 2.385650333202138 -0.2886022338867902 0.2842483144710583 2.5295575426630212 2.8582693937432264 -5.187332724325563 -0.3409249025787456 1.6917399826002584 -3.1912860609759006 0.48319401403912066 -5.278353516921907 1.430730548293385
18 216 0 0 0 5.017873132395737 8.285872213756003 0.9989641236397926 3.4331848163990393 -1.735733989479188 0.05103852589000288 1.431620138667933 2.0476211472520625 -5.484417688095404 -0.20795827913536727 1.1714031301381367 -1.9421501966386154 0.2127467022447141 -4.404431255120073 1.2118382251417978
19 228 0 0 0 5.928441157248741 9.265160052102162 0.715509548153534 4.3147391674965405 -1.152110773382629 0.007031804631741939 1.747152259273612 1.8189111315232165 -6.15503422737943 -0.288473007237218 1.5645918691179492 -1.816047056851754 -0.46602031235157687 -3.632825510724526 2.0945543149298995
20 240 0 0 0 7.062698125030933 9.426394915409979 1.187979976843815 3.310336511247343 -0.9135384817582055 -0.18168780645678614 1.4081453561491304 2.774584002713627 -6.590879927728139 0.5848016485179721 2.269858390012356 -4.169193978880678 -1.315990125231651 -3.112594676742558 1.7313120697154853
21 252 0 0 0 6.646240872999491 10.241764113324189 1.6739630070097435 3.435920192882454 -0.9874837485768101 -0.5650671228444912 1.894389020892258 2.071330247588149 -7.331625320471433 0.1351125811096352 1.9017375294826016 -3.2014273066890246 -0.37279474149602154 -3.2867866887838066 1.5250958466241422
22 264 0 0 0 7.206807698975952 10.785813647159603 2.644332889544783 3.472725336394471 -0.8983168758860297 -0.9914834618990254 2.9750890184243874 1.1567283060236884 -8.121217011324854 0.23998718057047058 1.9783614388678659 -3.6323557392442174 -0.5347937570973732 -2.9114018737803073 1.113108469467375
23 276 0 0 0 6.993528337384652 12.132101394094336 2.8514207173449937 3.237480878635706 -1.7982000887058298 -1.854781426110342 2.6521361358772735 2.5605238106495443 -9.286798941459994 0.6753823741693419 3.3507611001367645 -4.236692193657303 -0.7666959838510715 -2.721182410231369 1.2896247562373349
24 288 0 0 0 6.476675526050946 12.625032398032417 3.2184305793109935 1.8495186337680114 -1.5727063671665873 -3.590303865695956 3.069027891064148 2.9627704379495694 -8.446819571414403 0.35557095568315067 3.483381075168501 -3.820376919658101 -0.6393978377630719 -3.056626223420882 1.5736630421513693
25 300 0 0 0 6.246790055240684 12.967291025248134 2.8186960271795862 0.12863229170185586 -1.6024333098905854 -3.9309494556491136 2.8864996570417527 3.069636024843836 -7.166230931841204 0.864182493960999 2.3197315768528757 -3.751531801915846 -0.13552945489317314 -2.7566205213924073 0.8180211925895207
26 312 0 0 0 5.975544700230847 14.297392922192051 4.28853088601565 1.3459804858205793 -2.91556720890136 -2.7169637166163447 2.6735468537358327 2.6100709593196907 -8.721939749627307 1.5192932836767639 2.3046712298950474 -4.762869783552512 0.1398081350951091 -3.2560569510614683 2.2675805930571826
27 324 0 0 0 5.305192990829049 14.448595701654607 3.8609369629579415 1.1450617240583878 -3.4636402914350937 -4.124767526214823 2.431094509119715 2.718765953933743 -8.202158663693822 2.077601896899114 2.3788181957080754 -4.002669710534001 0.6288392085790626 -3.802634127977952 2.656638407139853
28 336 0 0 0 5.709224698990341 15.11338290442514 3.7287619592824615 2.4019936058086104 -3.5178772858398997 -4.4058782252271955 1.551117219517807 2.9380940432730958 -7.488764641994327 1.9283806209976797 2.6423537978796663 -3.6442117464627395 -0.9073187304247232 -4.11413364042494 3.191439920635242
29 348 0 0 0 5.766232131863044 16.52631903947486 4.167187070559022 1.8312062558965259 -3.2099599991560552 -4.436207621488056 2.747248112675374 2.1340489412321406 -9.137733813237926 1.6037115869334018 1.9672419295059669 -3.5191016488863824 -0.37618116703904736 -4.4951900269887215 3.468684707059503
30 360 0 0 0 5.250843727692169 17.421433213988905 4.570887251086024 0.10854427298625646 -3.257694076649681 -3.935009575973047 3.006829065205279 1.7007531876009112 -9.539003997023194 0.6383603283456175 2.58405046026765 -3.832581358621615 -0.04968628418167531 -4.651757534406616 4.736644301129335
31 372 0 0 0 5.4137411303785985 18.31202032144677 4.233684178126841 -0.7244802010652277 -3.983954694704802 -4.928547719061831 3.0996912683858273 1.998599684250174 -10.32697109271838 0.44528830042480155 3.4166719455510384 -3.672246265554833 1.068067410957176 -5.7487485002542105 5.4822922017878435
